name,rank,correct_name
Brevibacterium luteum,species,Curtobacterium luteum
Brevibacterium lyticum,species,Cellulosimicrobium cellulans
Brevibacterium massiliense,species,Brevibacterium ravenspurgense
Brevibacterium metallicus,species,Brevibacterium metallicum
Brevibacterium oxydans,species,Microbacterium oxydans
Brevibacterium protophormiae,species,Glutamicibacter protophormiae
Brevibacterium pusillum,species,Curtobacterium pusillum
Brevibacterium saperdae,species,Microbacterium saperdae
Brevibacterium stationis,species,Corynebacterium stationis
Brevibacterium testaceum,species,Microbacterium testaceum
Brevibacterium vitaeruminis,species,Corynebacterium vitaeruminis
Brevibacterium vitarumen,species,Corynebacterium vitaeruminis
Brevilactibacter coleopterorum,species,Propioniciclava coleopterorum
Brevilactibacter flavus,species,Propioniciclava flava
Brevilactibacter sinopodophylli,species,Propioniciclava sinopodophylli
Brevilactibacter,genus,Propioniciclava
Brevundimonas bullata,species,Mycoplana bullata
Brevundimonas vitisensis,species,Brevundimonas vitis
Brotolimicola acetigignens,species,Waltera acetigignens
Brotolimicola,genus,Waltera
Brucella abortus,species,Brucella melitensis
Brucella canis,species,Brucella melitensis
Brucella ceti,species,Brucella melitensis
Brucella inopinata,species,Brucella melitensis
Brucella microti,species,Brucella melitensis
Brucella neotomae,species,Brucella melitensis
Brucella ovis,species,Brucella melitensis
Brucella suis,species,Brucella melitensis
Brucella vulpis,species,Brucella melitensis
Brumicola nitratireducens,species,Glaciecola nitratireducens
Brumicola pallidula,species,Glaciecola pallidula
Brumicola,genus,Glaciecola
Bryantella formatexigens,species,Marvinbryantia formatexigens
Bryantella,genus,Marvinbryantia
Budvicia aquatica,species,Budvicia aquatica
Budvicia,genus,Budvicia
Burkholderia acidipaludis,species,Paraburkholderia acidipaludis
Burkholderia alpina,species,Pararobbsia alpina
Burkholderia andropogonis,species,Robbsia andropogonis
Burkholderia arationis,species,Caballeronia arationis
Burkholderia arvi,species,Caballeronia arvi
Burkholderia aspalathi,species,Paraburkholderia aspalathi
Burkholderia bannensis,species,Paraburkholderia bannensis
Burkholderia bryophila,species,Paraburkholderia bryophila
Burkholderia caballeronis,species,Paraburkholderia caballeronis
Burkholderia caledonica,species,Paraburkholderia caledonica
Burkholderia calidae,species,Caballeronia calidae
Burkholderia caribensis,species,Paraburkholderia caribensis
Burkholderia caryophylli,species,Trinickia caryophylli
Burkholderia catudaia,species,Caballeronia catudaia
Burkholderia choica,species,Caballeronia choica
Burkholderia cocovenenans,species,Burkholderia gladioli
Burkholderia cocovenenans,species,Burkholderia gladioli
Burkholderia concitans,species,Caballeronia concitans
Burkholderia cordobensis,species,Caballeronia cordobensis
Burkholderia denitrificans,species,Paraburkholderia denitrificans
Burkholderia diazotrophica,species,Paraburkholderia diazotrophica
Burkholderia dilworthii,species,Paraburkholderia dilworthii
Burkholderia dipogonis,species,Paraburkholderia dipogonis
Burkholderia eburnea,species,Paraburkholderia eburnea
Burkholderia endofungorum,species,Mycetohabitans endofungorum
Burkholderia ferrariae,species,Paraburkholderia ferrariae
Burkholderia fortuita,species,Caballeronia fortuita
Burkholderia fungorum,species,Paraburkholderia fungorum
Burkholderia ginsengisoli,species,Paraburkholderia ginsengisoli
Burkholderia ginsengiterrae,species,Paraburkholderia ginsengiterrae
Burkholderia glathei,species,Caballeronia glathei
Burkholderia glathei,species,Caballeronia glathei
Burkholderia glebae,species,Caballeronia glebae
Burkholderia graminis,species,Paraburkholderia graminis
Burkholderia grimmiae,species,Caballeronia grimmiae
Burkholderia heleia,species,Paraburkholderia heleia
Burkholderia hospita,species,Paraburkholderia hospita
Burkholderia humi,species,Caballeronia humi
Burkholderia humisilvae,species,Paraburkholderia humisilvae
Burkholderia hypogeia,species,Caballeronia hypogeia
Burkholderia insecticola,species,Caballeronia insecticola
Burkholderia insulsa,species,Paraburkholderia fungorum
Burkholderia jiangsuensis,species,Caballeronia jiangsuensis
Burkholderia jirisanensis,species,Paraburkholderia jirisanensis
Burkholderia kirstenboschensis,species,Paraburkholderia kirstenboschensis
Burkholderia kururiensis,species,Paraburkholderia kururiensis
Burkholderia megalochromosomata,species,Caballeronia megalochromosomata
Burkholderia megapolitana,species,Paraburkholderia megapolitana
Burkholderia metalliresistens,species,Paraburkholderia metalliresistens
Burkholderia mimosarum,species,Paraburkholderia mimosarum
Burkholderia monticola,species,Paraburkholderia monticola
Burkholderia nodosa,species,Paraburkholderia nodosa
Burkholderia norimbergensis,species,Pandoraea norimbergensis
Burkholderia novacaledonica,species,Caballeronia novacaledonica
Burkholderia oxyphila,species,Paraburkholderia oxyphila
Burkholderia panaciterrae,species,Paraburkholderia ginsengiterrae
Burkholderia pedi,species,Caballeronia pedi
Burkholderia peredens,species,Caballeronia peredens
Burkholderia phenazinia,species,Paraburkholderia phenazinia
Burkholderia phenazinium,species,Paraburkholderia phenazinia
Burkholderia phenoliruptrix,species,Paraburkholderia phenoliruptrix
Burkholderia phymatum,species,Paraburkholderia phymatum
Burkholderia phytofirmans,species,Paraburkholderia phytofirmans
Burkholderia pickettii,species,Ralstonia pickettii
Burkholderia ptereochthonis,species,Caballeronia ptereochthonis
Burkholderia pyrrocinia,species,Burkholderia pyrrocinia
Burkholderia rhizosphaerae,species,Paraburkholderia rhizosphaerae
Burkholderia rhizoxinica,species,Mycetohabitans rhizoxinica
Burkholderia rhynchosiae,species,Paraburkholderia rhynchosiae
Burkholderia sabiae,species,Paraburkholderia sabiae
Burkholderia sacchari,species,Paraburkholderia sacchari
Burkholderia sartisoli,species,Paraburkholderia sartisoli
Burkholderia sediminicola,species,Paraburkholderia sediminicola
Burkholderia silvatlantica,species,Paraburkholderia silvatlantica
Burkholderia solanacearum,species,Ralstonia solanacearum
Burkholderia soli,species,Trinickia soli
Burkholderia solisilvae,species,Paraburkholderia solisilvae
Burkholderia sordidicola,species,Caballeronia sordidicola
Burkholderia sprentiae,species,Paraburkholderia sprentiae
Burkholderia susongensis,species,Paraburkholderia susongensis
Burkholderia symbiotica,species,Trinickia symbiotica
Burkholderia telluris,species,Caballeronia telluris
Burkholderia temeraria,species,Caballeronia temeraria
Burkholderia terrae,species,Paraburkholderia terrae
Burkholderia terrestris,species,Caballeronia terrestris
Burkholderia terricola,species,Paraburkholderia terricola
Burkholderia tropica,species,Paraburkholderia tropica
Burkholderia tuberum,species,Paraburkholderia tuberum
Burkholderia turbans,species,Caballeronia turbans
Burkholderia uboniae,species,Burkholderia ubonensis
Burkholderia udeis,species,Caballeronia udeis
Burkholderia ultramafica,species,Paraburkholderia ultramafica
Burkholderia unamae,species,Paraburkholderia unamae
Burkholderia vandii,species,Burkholderia plantarii
Burkholderia xenovorans,species,Paraburkholderia xenovorans
Burkholderia zhejiangensis,species,Caballeronia zhejiangensis
Butyricicoccus desmolans,species,Agathobaculum desmolans
Butyrivibrio crossotus,species,Eshraghiella crossota
Bythopirellula goksoyri,species,Bythopirellula goksoeyrii
Caedibacter caryophila,species,Caedibacter caryophilus
Caenibacterium thermophilum,species,Caldimonas thermodepolymerans
Caenibacterium,genus,Caldimonas
Caenibius fulvus,species,Fulverythrobacter fulvus
Caldalkalibacillus horti,species,Bacillus horti
Caldalkalibacillus uzonensis,species,Thermalkalibacillus uzonensis
Calderobacterium hydrogenophilum,species,Hydrogenobacter hydrogenophilus
Calderobacterium,genus,Hydrogenobacter
Caldicellulosiruptor kristjanssonii,species,Caldicellulosiruptor acetigenus
Caldicellulosiruptor lactoaceticus,species,Caldicellulosiruptor acetigenus
Caldifermentibacillus hisashii,species,Caldibacillus hisashii
Caldifermentibacillus,genus,Caldibacillus
Caldimonas hydrothermale,species,Caldimonas hydrothermalis
Calidifontibacillus azotoformans,species,Schinkia azotoformans
Calidifontibacillus oryziterrae,species,Schinkia oryziterrae
Calidifontimicrobium sediminis,species,Azohydromonas sediminis
Calidifontimicrobium,genus,Azohydromonas
Caloramator viterbensis,species,Caloramator viterbiensis
Calymmatobacterium granulomatis,species,Klebsiella granulomatis
Calymmatobacterium,genus,Klebsiella
Campylobacter butzleri,species,Arcobacter butzleri
Campylobacter cinaedi,species,Helicobacter cinaedi
Campylobacter cryaerophila,species,Arcobacter cryaerophilus
Campylobacter cryaerophilus,species,Arcobacter cryaerophilus
Campylobacter fennelliae,species,Helicobacter fennelliae
Campylobacter hyoilei,species,Campylobacter coli
Campylobacter laridis,species,Campylobacter lari
Campylobacter mustelae,species,Helicobacter mustelae
Campylobacter nitrofigilis,species,Arcobacter nitrofigilis
Campylobacter pylori,species,Helicobacter pylori
Campylobacter pyloridis,species,Helicobacter pylori
Canicola haemoglobinophilus,species,Haemophilus haemoglobinophilus
Canicola,genus,Haemophilus
Capsularis zoogleiformans,species,Bacteroides zoogleoformans
Capsularis zoogleoformans,species,Bacteroides zoogleoformans
Capsularis,genus,Bacteroides
Carbonactinospora thermoautotrophica,species,Streptomyces thermoautotrophicus
Carbonactinospora,genus,Streptomyces
Carbophilus carboxidus,species,Aminobacter carboxidus
Carbophilus,genus,Aminobacter
Carboxydobrachium pacificum,species,Carboxydibrachium pacificum
Carboxydobrachium,genus,Carboxydibrachium
Carboxydochorda subterranea,species,Carboxydichorda subterranea
Carboxydochorda,genus,Carboxydichorda
Carboxylicivirga marinus,species,Carboxylicivirga marina
Carnobacterium piscicola,species,Carnobacterium maltaromaticum
Caseobacter polymorphus,species,Corynebacterium variabile
Caseobacter,genus,Corynebacterium
Catellatospora ferruginea,species,Asanoa ferruginea
Catellatospora koreensis,species,Catelliglobosispora koreensis
Catellatospora matsumotoense,species,Micromonospora matsumotoensis
Catellatospora matsumotoensis,species,Micromonospora matsumotoensis
Catellatospora methionotrophica,species,Catellatospora citrea subsp. methionotrophica
Catellatospora tsunoense,species,Hamadaea tsunoensis
Catellatospora tsunoensis,species,Hamadaea tsunoensis
Catellibacterium aquatile,species,Gemmobacter aquaticus
Catellibacterium caeni,species,Gemmobacter caeni
Catellibacterium changlense,species,Cereibacter changlensis
Catellibacterium nanjingense,species,Gemmobacter nanjingensis
Catellibacterium nectariphilum,species,Gemmobacter nectariphilus
Catellibacterium,genus,Gemmobacter
Catenococcus thiocycli,species,Allocatenococcus thiocycli
Catenococcus thiocyclus,species,Allocatenococcus thiocycli
Catenococcus,genus,Allocatenococcus
Catenovulum maritimus,species,Catenovulum maritimum
Caulobacter bacteroides,species,Brevundimonas bacteroides
Caulobacter crescentus,species,Caulobacter vibrioides
Caulobacter halobacteroides,species,Maricaulis maris
Caulobacter intermedius,species,Brevundimonas intermedia
Caulobacter leidyi,species,Sphingomonas leidyi
Caulobacter leidyia,species,Sphingomonas leidyi
Caulobacter maris,species,Maricaulis maris
Caulobacter profunda,species,Caulobacter profundus
Caulobacter subvibrioides,species,Brevundimonas subvibrioides
Caulobacter variabilis,species,Brevundimonas variabilis
Cedecea sulfonylureivorans,species,Dryocola clanedunensis subsp. sulfonylureivorans
Celeribacter manganoxidans,species,Pacificitalea manganoxidans
Cellulomonas aurantiaca,species,Cellulomonas algicola
Cellulomonas cartae,species,Cellulosimicrobium cellulans
Cellulomonas cellulans,species,Cellulosimicrobium cellulans
Cellulomonas fermentans,species,Actinotalea fermentans
Cellulomonas palmilyticum,species,Cellulomonas palmilytica
Cellulomonas turbata,species,Oerskovia turbata
Cellulophaga uliginosa,species,Zobellia uliginosa
Cellulosimicrobium aquatile,species,Cellulosimicrobium funkei
Cellulosimicrobium fucosivorans,species,Cellulosimicrobium composti
Cellulosimicrobium variabile,species,Isoptericola variabilis
Cereibacter flavus,species,Falsirhodobacter flavus
Cereibacter sediminicola,species,Rhodobacter sediminicola
Cetia pacifica,species,Caminibacter pacificus
Cetia,genus,Caminibacter
Chainia antibiotica,species,Streptomyces sclerotialus
Chainia flava,species,Streptomyces flaviscleroticus
Chainia fumigata,species,Streptomyces fumigatiscleroticus
Chainia kunmingensis,species,Streptomyces kunmingensis
Chainia minutisclerotica,species,Streptomyces minutiscleroticus
Chainia nigra,species,Streptomyces niger
Chainia ochracea,species,Streptomyces ochraceiscleroticus
Chainia olivacea,species,Streptomyces olivaceiscleroticus
Chainia poonensis,species,Streptomyces poonensis
Chainia purpurogena,species,Streptomyces purpurogeneiscleroticus
Chainia rosea,species,Streptomyces roseiscleroticus
Chainia rubra,species,Streptomyces ruber
Chainia violens,species,Streptomyces violens
Chainia,genus,Streptomyces
Chelativorans alearense,species,Chelativorans alearensis
Chelativorans oligotrophicus,species,Chelativorans multitrophicus
Chelativorans xinjiangense,species,Chelativorans xinjiangensis
Chelatobacter heintzii,species,Aminobacter aminovorans
Chelatobacter,genus,Aminobacter
Chimaereicella alkaliphila,species,Algoriphagus alkaliphilus
Chimaereicella boritolerans,species,Algoriphagus boritolerans
Chimaereicella,genus,Algoriphagus
Chioneia algoris,species,Glacieibacterium algoris
Chioneia brumae,species,Glacieibacterium brumae
Chioneia frigida,species,Glacieibacterium frigoris
Chioneia hiemis,species,Glacieibacterium hiemis
Chioneia,genus,Glacieibacterium
Chitinophaga extrema,species,Chitinophaga solisilvae
Chlamydophila abortus,species,Chlamydia abortus
Chlamydophila caviae,species,Chlamydia caviae
Chlamydophila felis,species,Chlamydia felis
Chlamydophila pecorum,species,Chlamydia pecorum
Chlamydophila pneumoniae,species,Chlamydia pneumoniae
Chlamydophila psittaci,species,Chlamydia psittaci
Chlamydophila,genus,Chlamydia
Chlorobium tepidum,species,Chlorobaculum tepidum
Chlorobium vibrioforme,species,Prosthecochloris vibrioformis
Christensenella hongkongensis,species,Catabacter hongkongensis
Chromatium buderi,species,Isochromatium buderi
Chromatium glycolicum,species,Halochromatium glycolicum
Chromatium gracile,species,Marichromatium gracile
Chromatium minus,species,Thiocystis minor
Chromatium minutissimum,species,Allochromatium minutissimum
Chromatium purpuratum,species,Marichromatium purpuratum
Chromatium salexigens,species,Halochromatium salexigens
Chromatium tepidum,species,Thermochromatium tepidum
Chromatium vinosum,species,Allochromatium vinosum
Chromatium violascens,species,Thiocystis violascens
Chromatium warmingii,species,Allochromatium warmingii
Chromobacterium fluviatile,species,Iodobacter fluviatilis
Chromobacterium pseudoviolaceum,species,Chromobacterium violaceum
Chromocurvus halotolerans,species,Chromatocurvus halotolerans
Chromocurvus,genus,Chromatocurvus
Chromohalobacter salarius,species,Salinicola halophilus
Chromohalobacter salexigens,species,Chromohalobacter israelensis
Chryseobacterium arothri,species,Chryseobacterium hominis
Chryseobacterium greenlandense,species,Chryseobacterium aquaticum subsp. greenlandense
Chryseobacterium meningosepticum,species,Elizabethkingia meningoseptica
Chryseobacterium miricola,species,Elizabethkingia miricola
Chryseoglobus frigidaquae,species,Microcella frigidaquae
Chryseoglobus indicus,species,Microcella indica
Chryseoglobus,genus,Microcella
Chryseomonas asuensis,species,Pseudomonas asuensis
Chryseomonas duriflava,species,Pseudomonas duriflava
Chryseomonas luteola,species,Pseudomonas luteola
Chryseomonas oryzihabitans,species,Pseudomonas oryzihabitans
Chryseomonas polytricha,species,Pseudomonas luteola
Chryseomonas psychrotolerans,species,Pseudomonas psychrotolerans
Chryseomonas zeshuii,species,Pseudomonas zeshuii
Chryseomonas,genus,Pseudomonas
Chryseosolibacter histidini,species,Chryseosolibacter histidinae
Chryseosolibacter indicus,species,Chryseosolibacter indicum
Ciceribacter naphthalenivorans,species,Rhizobium naphthalenivorans
Ciceribacter selenitireducens,species,Rhizobium selenitireducens
Citreicella aestuarii,species,Salipiger aestuarii
Citreicella manganoxidans,species,Salipiger marinus
Citreicella marina,species,Salipiger marinus
Citreicella thiooxidans,species,Salipiger thiooxidans
Citreicella,genus,Salipiger
Citrifermentans bemidjiense,species,Geomonas bemidjiensis
Citrifermentans bremense,species,Geomonas bremensis
Citrifermentans pelophilum,species,Geoanaerobacter pelophilus
Citrifermentans,genus,Geomonas
Citrobacter diversum,species,Citrobacter koseri
Citrobacter diversus,species,Citrobacter koseri
Citrobacter telavivum,species,Citrobacter telavivensis
Clavibacter capsici,species,Clavibacter capsici
Clavibacter iranicum,species,Rathayibacter iranicus
Clavibacter iranicus,species,Rathayibacter iranicus
Clavibacter michiganense,species,Clavibacter michiganensis
Clavibacter nebraskensis,species,Clavibacter nebraskensis
Clavibacter rathayi,species,Rathayibacter rathayi
Clavibacter sepedonicus,species,Clavibacter sepedonicus
Clavibacter toxicus,species,Rathayibacter toxicus
Clavibacter tritici,species,Rathayibacter tritici
Clavibacter xyli,species,Leifsonia xyli
Clostridioides mangenotii,species,Metaclostridioides mangenotii
Clostridium absonum,species,Clostridium sardiniense
Clostridium aceticum,species,Andreesenella acetica
Clostridium acidiurici,species,Gottschalkia acidurici
Clostridium acidurici,species,Gottschalkia acidurici
Clostridium aerotolerans,species,Lacrimispora aerotolerans
Clostridium aldenense,species,Enterocloster aldenensis
Clostridium aldrichii,species,Acetivibrio aldrichii
Clostridium algidixylanolyticum,species,Lacrimispora algidixylanolytica
Clostridium alkalicellulosi,species,Acetivibrio alkalicellulosi
Clostridium alkalicellum,species,Acetivibrio alkalicellulosi
Clostridium aminovalericum,species,Anaerocolumna aminovalerica
Clostridium amygdalinum,species,Lacrimispora amygdalina
Clostridium asparagiforme,species,Enterocloster asparagiformis
Clostridium aurantibutyricum,species,Clostridium felsineum
Clostridium barati,species,Clostridium baratii
Clostridium barkeri,species,Eubacterium barkeri
Clostridium bartlettii,species,Intestinibacter bartlettii
Clostridium bifermentans,species,Paraclostridium bifermentans
Clostridium bolteae,species,Enterocloster bolteae
Clostridium bryantii,species,Syntrophospora bryantii
Clostridium caenicola,species,Thermoclostridium caenicola
Clostridium cagae,species,Clostridium caccae
Clostridium caminithermale,species,Paramaledivibacter caminithermalis
Clostridium celerecrescens,species,Lacrimispora celerecrescens
Clostridium cellobioparum,species,Ruminiclostridium cellobioparum
Clostridium cellulolyticum,species,Ruminiclostridium cellulolyticum
Clostridium citroniae,species,Enterocloster citroniae
Clostridium clariflavum,species,Acetivibrio clariflavus
Clostridium clostridiiforme,species,Enterocloster clostridioformis
Clostridium clostridioforme,species,Enterocloster clostridioformis
Clostridium coccoides,species,Blautia producta
Clostridium difficile,species,Clostridioides difficile
Clostridium diolis,species,Clostridium beijerinckii
Clostridium durum,species,Paenibacillus durus
Clostridium fervidum,species,Caloramator fervidus
Clostridium fervidus,species,Caloramator fervidus
Clostridium formicaceticum,species,Andreesenella formicacetica
Clostridium formicoaceticum,species,Andreesenella formicacetica
Clostridium ghoni,species,Paeniclostridium ghonii
Clostridium ghonii,species,Paeniclostridium ghonii
Clostridium glycolicum,species,Terrisporobacter glycolicus
Clostridium glycyrrhizinilyticum,species,Mediterraneibacter glycyrrhizinilyticus
Clostridium halophilium,species,Maledivibacter halophilus
Clostridium halophilum,species,Maledivibacter halophilus
Clostridium hastiforme,species,Tissierella praeacuta
Clostridium hathewayi,species,Hungatella hathewayi
Clostridium hemolyticum,species,Clostridium haemolyticum
Clostridium hiranonis,species,Peptacetobacter hiranonis
Clostridium histolyticum,species,Hathewaya histolytica
Clostridium hungatei,species,Ruminiclostridium hungatei
Clostridium hydroxybenzoicum,species,Sedimentibacter hydroxybenzoicus
Clostridium indicum,species,Lacrimispora amygdalina
Clostridium indolis,species,Lacrimispora indolis
Clostridium intestinalis,species,Clostridium intestinale
Clostridium irregulare,species,Asaccharospora irregularis
Clostridium irregularis,species,Asaccharospora irregularis
Clostridium jeddahense,species,Faecalispora jeddahensis
Clostridium jejuense,species,Anaerocolumna jejuensis
Clostridium josui,species,Ruminiclostridium josui
Clostridium kogasensis,species,Clostridium kogasense
Clostridium lactatifermentans,species,Anaerotignum lactatifermentans
Clostridium laramie,species,Clostridium estertheticum subsp. laramiense
Clostridium laramiense,species,Clostridium estertheticum subsp. laramiense
Clostridium lavalense,species,Enterocloster lavalensis
Clostridium lentocellum,species,Cellulosilyticum lentocellum
Clostridium lentoputrescens,species,Clostridium cochlearium
Clostridium limosum,species,Hathewaya limosa
Clostridium litorale,species,Peptoclostridium litorale
Clostridium lituseburense,species,Romboutsia lituseburensis
Clostridium lortetii,species,Sporohalobacter lortetii
Clostridium mangenotii,species,Metaclostridioides mangenotii
Clostridium maximum,species,Sarcina maxima
Clostridium mayombei,species,Terrisporobacter mayombei
Clostridium methoxybenzovorans,species,Lacrimispora indolis
Clostridium neopropionicum,species,Anaerotignum neopropionicum
Clostridium nexile,species,Faecalimonas nexilis
Clostridium orbiscindens,species,Flavonifractor plautii
Clostridium oroticum,species,Faecalicatena orotica
Clostridium oxalicum,species,Oxalophagus oxalicus
Clostridium papyrosolvens,species,Ruminiclostridium papyrosolvens
Clostridium paradoxum,species,Alkalithermobacter paradoxus
Clostridium paraperfringens,species,Clostridium baratii
Clostridium perenne,species,Clostridium baratii
Clostridium pfennigii,species,Oxobacter pfennigii
Clostridium populeti,species,Anaeromicropila populeti
Clostridium propionicum,species,Anaerotignum propionicum
Clostridium proteoclasticum,species,Butyrivibrio proteoclasticus
Clostridium proteolyticum,species,Hathewaya proteolytica
Clostridium purinilyticum,species,Gottschalkia purinilytica
Clostridium purinolyticum,species,Gottschalkia purinilytica
Clostridium quercicolum,species,Dendrosporobacter quercicolus
Clostridium rectum,species,Fusobacterium mortiferum
Clostridium roseum,species,Clostridium felsineum
Clostridium saccharolyticum,species,Lacrimispora saccharolytica
Clostridium sardiniensis,species,Clostridium sardiniense
Clostridium sartagoformum,species,Clostridium sartagoforme
Clostridium saudii,species,Clostridium saudiense
Clostridium sordellii,species,Paeniclostridium sordellii
Clostridium sphenoides,species,Lacrimispora sphenoides
Clostridium sporosphaeroides,species,Faecalispora sporosphaeroides
Clostridium stercorarium,species,Thermoclostridium stercorarium
Clostridium sticklandii,species,Acetoanaerobium sticklandii
Clostridium straminisolvens,species,Acetivibrio straminisolvens
Clostridium sufflavum,species,Ruminiclostridium sufflavum
Clostridium termitidis,species,Ruminiclostridium cellobioparum subsp. termitidis
Clostridium thermaceticum,species,Neomoorella thermoacetica
Clostridium thermautotrophicum,species,Neomoorella thermoacetica
Clostridium thermoaceticum,species,Neomoorella thermoacetica
Clostridium thermoalcaliphilum,species,Alkalithermobacter thermoalcaliphilus
Clostridium thermoautotrophicum,species,Neomoorella thermoacetica
Clostridium thermocellum,species,Acetivibrio thermocellus
Clostridium thermocopriae,species,Thermoanaerobacter thermocopriae
Clostridium thermohydrosulfuricum,species,Thermoanaerobacter ethanolicus subsp. thermohydrosulfuricus
Clostridium thermolacticum,species,Thermoclostridium stercorarium subsp. thermolacticum
Clostridium thermosaccharolyticum,species,Thermoanaerobacterium thermosaccharolyticum
Clostridium thermosulfurigenes,species,Thermoanaerobacterium thermosulfurigenes
Clostridium thermosulfurogenes,species,Thermoanaerobacterium thermosulfurigenes
Clostridium ultunense,species,Schnuerera ultunensis
Clostridium ventriculi,species,Sarcina ventriculi
Clostridium villosum,species,Filifactor villosus
Clostridium xylanolyticum,species,Lacrimispora xylanolytica
Clostridium xylanovorans,species,Anaerocolumna xylanovorans
Cobetia litoralis,species,Cobetia amphilecti
Cobetia pacifica,species,Cobetia marina
Coenonia anatina,species,Allocoenonia anatina
Coenonia,genus,Allocoenonia
Cognaticolwellia aestuarii,species,Colwellia aestuarii
Cognaticolwellia beringensis,species,Colwellia beringensis
Cognaticolwellia mytili,species,Colwellia mytili
Cognaticolwellia sediminilitoris,species,Colwellia sediminilitoris
Cognaticolwellia,genus,Colwellia
Cognatiluteimonas lumbrici,species,Luteimonas lumbrici
Cognatiluteimonas profundi,species,Lysobacter profundi
Cognatiluteimonas,genus,Luteimonas
Cognatilysobacter bugurensis,species,Lysobacter bugurensis
Cognatilysobacter lacus,species,Lysobacter lacus
Cognatilysobacter segetis,species,Lysobacter segetis
Cognatilysobacter tabacisoli,species,Lysobacter tabacisoli
Cognatilysobacter terrigena,species,Lysobacter terrigena
Cognatilysobacter xinjiangensis,species,Lysobacter xinjiangensis
Cognatilysobacter,genus,Lysobacter
Cohnella candidum,species,Cohnella candida
Cohnella damensis,species,Cohnella damuensis
Collinsella urealyticum,species,Collinsella ureilytica
Colwellia agarivorans,species,Pseudocolwellia agarivorans
Colwellia demingae,species,Colwellia demingiae
Colwellia psychroerythrus,species,Colwellia psychrerythraea
Comamonas acidovorans,species,Delftia acidovorans
Comamonas thiooxidans,species,Comamonas thiooxydans
Companilactobacillus salsicarnum,species,Companilactobacillus mishanensis
Companilactobacillus suantsaicola,species,Companilactobacillus suantsaicola
Conchiformibium kuhniae,species,Conchiformibius kuhniae
Conchiformibium steedae,species,Conchiformibius steedae
Conchiformibium,genus,Conchiformibius
Confluentimicrobium lipolyticum,species,Actibacterium lipolyticum
Confluentimicrobium naphthalenivorans,species,Actibacterium naphthalenivorans
Confluentimicrobium,genus,Actibacterium
Conglomeromonas largomobilis,species,Azospirillum largimobile
Conglomeromonas,genus,Azospirillum
Coprobacillus catenaformis,species,Coprobacillus cateniformis
Coprococcus catus,species,Pseudocoprococcus catus
Coprococcus comes,species,Allocoprococcus comes
Coprococcus immobilis,species,Pseudocoprococcus immobilis
Coprococcus mobilis,species,Faecalimonas mobilis
Coralloluteibacterium thermophilus,species,Coralloluteibacterium thermophilum
Corynebacterium betae,species,Curtobacterium flaccumfaciens
Corynebacterium camporealensis,species,Corynebacterium camporealense
Corynebacterium equi,species,Rhodococcus equi
Corynebacterium fascians,species,Rhodococcus fascians
Corynebacterium flaccumfaciens,species,Curtobacterium flaccumfaciens
Corynebacterium fournierii,species,Corynebacterium fournieri
Corynebacterium godavarianum,species,Corynebacterium gottingense
Corynebacterium hadale,species,Corynebacterium gottingense
Corynebacterium haemomassiliense,species,Corynebacterium haematomassiliense
Corynebacterium hoagii,species,Rhodococcus hoagii
Corynebacterium insidiosum,species,Clavibacter insidiosus
Corynebacterium iranicum,species,Rathayibacter iranicus
Corynebacterium lilium,species,Corynebacterium glutamicum
Corynebacterium liquefaciens,species,Glutamicibacter nicotianae
Corynebacterium michiganense,species,Clavibacter michiganensis
Corynebacterium mooreparkense,species,Corynebacterium variabile
Corynebacterium nebraskense,species,Clavibacter nebraskensis
Corynebacterium nigricans,species,Corynebacterium aurimucosum
Corynebacterium oortii,species,Curtobacterium flaccumfaciens
Corynebacterium parakroppenstedtii,species,Corynebacterium kroppenstedtii
Corynebacterium paurometabolum,species,Tsukamurella paurometabola
Corynebacterium poinsettiae,species,Curtobacterium flaccumfaciens
Corynebacterium pseudokroppenstedtii,species,Corynebacterium kroppenstedtii
Corynebacterium pyogenes,species,Trueperella pyogenes
Corynebacterium ramonii,species,Corynebacterium ulcerans
Corynebacterium rathayi,species,Rathayibacter rathayi
Corynebacterium seminale,species,Corynebacterium glucuronolyticum
Corynebacterium sepedonicum,species,Clavibacter sepedonicus
Corynebacterium tritici,species,Rathayibacter tritici
Corynebacterium tuscaniae,species,Corynebacterium tuscaniense
Corynebacterium urinapleomorphum,species,Corynebacterium urinipleomorphum
Corynebacterium variabilis,species,Corynebacterium variabile
Corynebacterium vitarumen,species,Corynebacterium vitaeruminis
Cosenzaea myxofaciens,species,Proteus myxofaciens
Cosenzaea,genus,Proteus
Cowdria ruminantium,species,Ehrlichia ruminantium
Cowdria,genus,Ehrlichia
Coxiella burneti,species,Coxiella burnetii
Crabtreella saccharophila,species,Shinella zoogloeoides
Crabtreella,genus,Shinella
Crenotalea thermophila,species,Thermoflavifilum thermophilum
Crenotalea,genus,Thermoflavifilum
Croceicoccus estronivorus,species,Caenibius estronivorus
Cronobacter helveticus,species,Franconibacter helveticus
Cronobacter pulveris,species,Franconibacter pulveris
Cronobacter zurichensis,species,Siccibacter turicensis
Cryobacterium mesophilum,species,Terrimesophilobacter mesophilus
Crystallibacter crystallifaciens,species,Arthrobacter crystallopoietes
Crystallibacter crystallopoietes,species,Arthrobacter crystallopoietes
Crystallibacter,genus,Arthrobacter
Cupidesulfovibrio liaohensis,species,Nitratidesulfovibrio liaohensis
